article,biomonitoring,biomonitoring/effect_marker,biomonitoring/effect_marker/biomarker,biomonitoring/effect_marker/biomarker/gene,biomonitoring/effect_marker/biomarker/molecule,biomonitoring/effect_marker/biomarker/molecule/lipid,biomonitoring/effect_marker/biomarker/molecule/other_molecule,biomonitoring/effect_marker/biomarker/molecule/protein,biomonitoring/effect_marker/biomarker/other,biomonitoring/effect_marker/biomarker/oxidative_stress,biomonitoring/effect_marker/physiological_parameter,biomonitoring/exposure_biomarker,biomonitoring/exposure_biomarker/adipose_tissue,biomonitoring/exposure_biomarker/blood,biomonitoring/exposure_biomarker/blood/children,biomonitoring/exposure_biomarker/blood/cord_blood,biomonitoring/exposure_biomarker/blood/pregnant_women,biomonitoring/exposure_biomarker/blood/workers,biomonitoring/exposure_biomarker/hair_nail,biomonitoring/exposure_biomarker/hair_nail/children,biomonitoring/exposure_biomarker/hair_nail/pregnant_women,biomonitoring/exposure_biomarker/hair_nail/workers,biomonitoring/exposure_biomarker/mothers_milk,biomonitoring/exposure_biomarker/other,biomonitoring/exposure_biomarker/placenta,biomonitoring/exposure_biomarker/urine,biomonitoring/exposure_biomarker/urine/children,biomonitoring/exposure_biomarker/urine/pregnant_women,biomonitoring/exposure_biomarker/urine/workers,exposure_routes,exposure_routes/combined,exposure_routes/dermal_uptake,exposure_routes/dermal_uptake/children,exposure_routes/dermal_uptake/pregnant_women,exposure_routes/dermal_uptake/workers,exposure_routes/inhalation,exposure_routes/inhalation/modeled_exposure,exposure_routes/inhalation/modeled_exposure/children,exposure_routes/inhalation/modeled_exposure/pregnant_women,exposure_routes/inhalation/modeled_exposure/workers,exposure_routes/inhalation/other,exposure_routes/inhalation/other/children,exposure_routes/inhalation/other/pregnant_women,exposure_routes/inhalation/other/workers,exposure_routes/inhalation/personal_measurement,exposure_routes/inhalation/personal_measurement/children,exposure_routes/inhalation/personal_measurement/pregnant_women,exposure_routes/inhalation/personal_measurement/workers,exposure_routes/oral_intake,exposure_routes/oral_intake/drinking_water,exposure_routes/oral_intake/drinking_water/children,exposure_routes/oral_intake/drinking_water/pregnant_women,exposure_routes/oral_intake/dust,exposure_routes/oral_intake/dust/children,exposure_routes/oral_intake/dust/pregnant_women,exposure_routes/oral_intake/dust/workers,exposure_routes/oral_intake/food,exposure_routes/oral_intake/food/children,exposure_routes/oral_intake/food/pregnant_women,exposure_routes/oral_intake/products,exposure_routes/oral_intake/products/children,exposure_routes/oral_intake/products/pregnant_women,exposure_routes/oral_intake/soil,exposure_routes/oral_intake/soil/children,exposure_routes/oral_intake/soil/pregnant_women,exposure_routes/oral_intake/soil/workers,site_comparisons,site_comparisons/polluted_area,site_comparisons/workplace
"In widespread informal gold mining in the Amazon Basin , mercury is used to capture the gold particles as amalgam .
Releases of mercury to the environment have resulted in the contamination of freshwater fish with methylmercury .
In four comparable Amazonian communities , we examined 351 of 420 eligible children between 7 and 12 years of age .
In three Tapajós villages with the highest exposures , more than 80% of 246 children had hair-mercury concentrations above 10 microg/g , a limit above which adverse effects on brain development are likely to occur .
Neuropsychological tests of motor function , attention , and visuospatial performance showed decrements associated with the hair-mercury concentrations .
Especially on the Santa Ana form board and the Stanford-Binet copying tests , similar associations were also apparent in the 105 children from the village with the lowest exposures , where all but two children had hair-mercury concentrations below 10 microg/g .
Although average exposure levels may not have changed during recent years , prenatal exposure levels are unknown , and exact dose relationships cannot be generated from this cross-sectional study .
However , the current mercury pollution seems sufficiently severe to cause adverse effects on brain development .",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untreated wastewater from the Mexico City basin has been used for decades to irrigate cropland in the Mezquital Valley , State of Hidalgo , Mexico .
Excess irrigation water recharges the near-surface aquifer that is used as a domestic water supply source .
We assessed the groundwater quality of three key groundwater sources of domestic water by analyzing for 24 trace metals , 67 target base/neutral/acid ( BNA ) organic compounds , nontarget BNA organics , 23 chlorinated pesticides , 20 polychlorinated biphenyls , and nitrate , as well as microbiological contaminants--coliforms , Vibrio cholerae , and Salmonella .
Study participants answered a questionnaire that estimated ingestion and dermal exposure to groundwater ; 10% of the sample reported frequent diarrhea and 9% reported persistent skin irritations .
Detection of V. cholerae non-01 in surface waters at all sites suggested a potential risk ( surrogate indicator present ) of diarrheal disease for canal and river bathers by accidental ingestion , as well as potential Vibrio contamination of near-surface groundwater and potential cholera risk , magnified by lapses in disinfection .
High total coliform levels in surface water and lower levels in groundwater at all sites indicated fecal contamination and a potential risk of gastrointestinal disease in populations exposed to inadequately disinfected groundwater .
Using chemical criteria , no significant risk from ingestion or dermal contact was identified at the method detection limits at any site , except from nitrate exposure : infants and young children are at risk from methemoglobinemia at all sites .
Results suggest that pathogen risk interventions are a priority , whereas nitrate risk needs further characterization to determine if formal treatment is needed .
The risks exist inside and outside the irrigation district .
The method was highly cost-effective .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The use of the pesticides DDT and lindane as wood preservatives causes indoor air contamination and subsequently exposure of the occupants of these rooms .
As hair acts as a passive sampler for air contaminants , we tested pesticide concentrations in hair measured by the GC/MS technique .
A comparison of the DDT and lindane concentrations in hair samples of 193 pre-school children from a rural area around Rostock with information concerning their home environments showed that this is a suitable method for screening purposes .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Urinary arsenic ( As ) concentrations were evaluated as a biomarker of exposure in a U.S. population chronically exposed to inorganic As ( InAs ) in their drinking water .
Ninety-six individuals who consumed drinking water with As concentrations of 8-620 microg/L provided first morning urine voids for up to 5 consecutive days .
The study population was 56% male , and 44% was younger than 18 years of age .
On one day of the study period , all voided urines were collected over a 24-hr period .
Arsenic intake from drinking water was estimated from daily food diaries .
Comparison between the concentration of As in individual urine voids with that in the 24-hr urine collection indicated that the concentration of As in urine was stable throughout the day .
Comparison of the concentration of As in each first morning urine void over the 5-day study period indicated that there was little day-to-day variation in the concentration of As in urine .
The concentration of As in drinking water was a better predictor of the concentration of As in urine than was the estimated intake of As from drinking water .
The concentration of As in urine did not vary by gender .
An age-dependent difference in the concentration of As in urine may be attributed to the higher As dosage rate per unit body weight in children than in adults .
These findings suggest that the analysis of a small number of urine samples may be adequate to estimate an individual's exposure to InAs from drinking water and that the determination of the concentration of InAs in a drinking water supply may be a useful surrogate for estimating exposure to this metalloid .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The mercury concentration in blood or scalp hair has been widely used as a biomarker for methylmercury exposure .
Because of the increased risks associated with exposures during prenatal and early postnatal development , biomarker results must be interpreted with regard to the age-dependent susceptibility .
The authors compared regression coefficients for five sets of exposure biomarkers in 917 children from the Faroe Islands examined at birth , 1 year , and 7 years .
Outcome variables were the results of neuropsychologic examination carried out in 1993-1994 at age 7 years .
After adjustment for covariates , the cord-blood concentration showed the clearest associations with deficits in language , attention , and memory .
Fine-motor function deficits were particularly associated with the maternal hair mercury at parturition .
Mercury concentrations in the child's blood and hair at age 7 years were significant predictors only of performance on memory for visuospatial information .
These findings emphasize the usefulness of the cord-blood mercury concentration as a main risk indicator .
They also support the notion that the greatest susceptibility to methylmercury neurotoxicity occurs during late gestation , while early postnatal vulnerability is less , and they suggest that the time-dependent susceptibility may vary for different brain functions .",1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The effect of exposure to pesticides among children in a Nicaraguan community in the path of rain water runoff from a large crop-dusting airport was evaluated by measuring plasma cholinesterase .
Mean cholinesterase activity in 17 children in the path of runoff was 2.4 international units/ml blood/min , lower than the 2.9 IU/ml/min measured in a group of 43 children from an unexposed community ( difference=0.49 IU/ml/min ; 95% C.I. 0.24 , 0.76 ) .
Six ( 35% ) of the 17 exposed children had abnormally low cholinesterase levels .
A possible explanation for this physiological effect of exposure to pesticides is the dermal absorption which may have occurred among children playing barefoot in puddles grossly contaminated by runoff from the airport .
Drinking water from a well in the exposed community demonstrated low level residues of cholinesterase-inhibiting pesticides , although contamination with toxaphene ( not a cholinesterase inhibitor ) exceeded by over 8-fold the United States Environmental Protection Agency maximum permissible concentration in drinking water .
The difficulty in measuring health effects resulting from environmental pesticide contamination , and in controlling exposure resulting from the rapidly increasing use of pesticides , is a growing problem for developing countries like Nicaragua .",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Soils are evaluated as a diagnostic tool of environmental conditions that influence health .
The samples for this study are urban topsoil ( 0-2.5 cm depth ) samples ( n=4026 ) analyzed for Pb , Zn , and Cd by inductively coupled plasma-atomic emission spectrometry ( ICP-AES ) .
The parent materials for New Orleans soils are derived from the Mississippi River , and alluvium from the Bonnet Carré Spillway ( n=31 ) serve as control samples for this study .
The urban samples were stratified by census tract ( n=286 ) .
Blood Pb ( BL ) levels of children </=6 years were also stratified by census tract and paired with soil Pb ( SL ) ( n=175 ) .
A significant association ( P=1.2x10(-23) ) was found between median BL and median SL .
The association was modeled by BL=3.06+0.33 ( SL)(0.5 ) ( correlation coefficient=0.69 between the modeled BL and the observed BL and P=3.5x10(-22) ) .
A median SL threshold ( >/=310 microgram g(-1) and <310 microgram g(-1) ) for higher metal census tracts ( HMCTs ) and lower metal census tracts ( LMCTs ) , respectively , represents median BL exposures above and below 9 microgram dL(-1) .
HMCTs and LMCTs were characterized by demographic and socioeconomic data .
HMCTs are more likely ( P=4. 5x10(-6) ) inhabited by Blacks than by Whites .
Of 13,803 children </=6 years in HMCTs , 75% are Black and 22% are White , with other making up the remaining 3% .
In LMCTs , the Black to White children ratio is 50:50 .
In HMCTs , socioeconomic indicators for Blacks are depressed compared to Whites .
Zn and Cd are potentially phytotoxic in HMCTs .
Children exhibit a steep rise in BL at SL <100 microgram g(-1) , and empirically , a safe SL for most children is around 80 microgram++ g(-1) .
SL is a useful diagnostic tool , and curtailing SL may complement primary Pb prevention for children .",1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"We assessed the levels of arsenic in drilled wells in Finland and studied the association of arsenic exposure with the risk of bladder and kidney cancers .
The study persons were selected from a register-based cohort of all Finns who had lived at an address outside the municipal drinking-water system during 1967-1980 ( n = 144,627 ) .
The final study population consisted of 61 bladder cancer cases and 49 kidney cancer cases diagnosed between 1981 and 1995 , as well as an age- and sex-balanced random sample of 275 subjects ( reference cohort ) .
Water samples were obtained from the wells used by the study population at least during 1967-1980 .
The total arsenic concentrations in the wells of the reference cohort were low ( median = 0.1 microg/L ; maximum = 64 microg/L ) , and 1% exceeded 10 microg/L .
Arsenic exposure was estimated as arsenic concentration in the well , daily dose , and cumulative dose of arsenic .
None of the exposure indicators was statistically significantly associated with the risk of kidney cancer .
Bladder cancer tended to be associated with arsenic concentration and daily dose during the third to ninth years prior to the cancer diagnosis ; the risk ratios for arsenic concentration categories 0.1-0.5 and [ Greater/equal to ] 0.5 microg/L relative to the category with < 0.1 microg/L were 1.53 [ 95% confidence interval ( CI ) , 0.75-3.09 ] and 2.44 ( CI , 1.11-5.37 ) , respectively .
In spite of very low exposure levels , we found some evidence of an association between arsenic and bladder cancer risk .
More studies are needed to confirm the possible association between arsenic and bladder cancer risk at such low exposure levels .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In 1979 , a mass poisoning involving 2,000 people occurred in central Taiwan from ingestion of cooking oil contaminated by polychlorinated biphenyls ( PCBs ) and polychlorinated dibenzofurans ( PCDFs ) .
We studied the prevalence of medical conditions in the exposed individuals and in a neighborhood control group .
Starting with a registry of the exposed individuals from 1983 , we updated the addresses of exposed individuals and identified a control group matched for age , sex , and neighborhood in 1979 .
In 1993 , individuals 30 years of age or older were interviewed by telephone .
We obtained usable information from 795 exposed subjects and 693 control subjects .
Lifetime prevalence of chloracne , abnormal nails , hyperkeratosis , skin allergy , goiter , headache , gum pigmentation , and broken teeth were observed more frequently in the PCB/PCDF-exposed men and women .
The exposed women reported anemia 2. 3 times more frequently than controls .
The exposed men reported arthritis and herniated intervertebral disks 4.1 and 2.9 times , respectively , more frequently than controls .
There was no difference in reported prevalences of other medical conditions .
We conclude that Taiwanese people exposed to high levels of PCBs and PCDFs reported more frequent medical problems , including skin diseases , goiter , anemia , and joint and spine diseases .",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"To determine the relationship of arsenic-associated skin lesions and degree of arsenic exposure , a cross-sectional study was conducted in Bangladesh , where a large part of the population is exposed through drinking water .
Four villages in Bangladesh were identified as mainly dependent on wells contaminated with arsenic .
We interviewed and examined 1,481 subjects [ Greater/equal to ] 30 years of age in these villages .
A total of 430 subjects had skin lesions ( keratosis , hyperpigmentation , or hypopigmentation ) .
Individual exposure assessment could only be estimated by present levels and in terms of a dose index , i.e. , arsenic levels divided by individual body weight .
Arsenic water concentrations ranged from 10 to 2,040 microg/L , and the crude overall prevalence rate for skin lesions was 29/100 .
After age adjustment to the world population the prevalence rate was 30. 1/100 and 26.5/100 for males and females , respectively .
There was a significant trend for the prevalence rate both in relation to exposure levels and to dose index ( p < 0.05 ) , regardless of sex .
This study shows a higher prevalence rate of arsenic skin lesions in males than females , with clear dose-response relationship .
The overall high prevalence rate in the studied villages is an alarming sign of arsenic exposure and requires an urgent remedy .",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Organochlorines are persistent lipophilic compounds that accumulate in Inuit people living in circumpolar countries .
Organochlorines accumulate as a result of the Inuits ' large consumption of sea mammal fat ; however , available data are limited to blood lipids , milk fat , and adipose tissue .
We report results of organochlorine determination in liver , brain , omental fat , and subcutaneous abdominal fat samples collected from deceased Greenlanders between 1992 and 1994 .
Eleven chlorinated pesticides and 14 polychlorinated biphenyl congeners were measured in tissue lipid extracts by high-resolution gas chromatography with electron capture detection .
Mean concentrations of polychlorinated biphenyls , 2 , 2'-bis(4-chlorophenyl)-1,1-dichloroethylene , ss-hexachlorocyclohexane , hexachlorobenzene , mirex , trans-nonachlor , and oxychlordane in adipose tissue samples from Greenlanders were 3-34-fold higher than those measured using the same analytical method in samples from Canadians in Quebec City , Quebec .
Brain lipids contained lower concentrations of all organochlorines than lipids extracted from other tissues .
Organochlorine residue levels in lipid extracts from liver , omental fat , and subcutaneous abdominal fat samples were similar , with the exception of ss-hexachlorocyclohexane , which reached a greater concentration in liver lipids than in lipids from both adipose tissues ( 4-fold ; p < 0. 05 ) .
Comparisons with available international data on adipose tissue levels reveal that the organochlorine body burden in the Inuit population of Greenland is presently among the highest resulting from environmental exposure .",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The indoor exposure of 381 women ( 52-59 years old ) to lead and cadmium was assessed by measuring the levels of the contaminants in sedimented house dust .
The study was conducted in the areas surrounding the towns of Hettstedt , a region of mining and smelting of non-ferrous ores , of Bitterfeld , a centre of chemical production and coal mining , and of Zerbst , a primarily agricultural area .
Factors that were significantly associated with lead and cadmium surface loading rates included the city area of residence , urban environment of dwelling , ventilation behaviour , type of heating , year of construction of building and crowding in the sampling room .
In metal-contaminated areas , the transport of heavy metals into the home from external sources and their subsequent resuspension into the air due to normal household activities are significant factors in the exposure to heavy metals , whereas in unpolluted areas indoor sources play the major role .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personal air samplers were attached to workers wearing protective masks to determine the levels of toluene vapor in the breathing zone .
Concentrations of toluene in exhaled air , blood and urine ; and hippuric acid and o-cresol concentrations in the urine of the workers were determined .
Subsequently , toluene concentrations in the air inhaled by workers with and without gas masks were estimated by single and multiple regression equations .
Analysis of single regression equations revealed that , compared with toluene concentrations in air , masks decreased the concentrations of the four biological exposure indicators : toluene in exhaled air , urinary toluene , urinary hippuric acid and urinary o-cresol by about 29% in average .
Analysis by multiple regression equations showed a decrease of 38% in four biological indicators .
Since average exposure to toluene in the shop was relatively low , the workers wore the masks only during high concentrations of toluene ; they were , however , exposed to direct inhalation when the masks were removed in lower concentrations .",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In 1995 , a petroleum marketer introduced a diesel fuel additive in the UK containing Mn as MMT ( methylcyclopentadienyl manganese tricarbonyl ) .
A small study of personal exposures to airborne Mn in London was conducted before and after introduction of the additive to identify any major impact of the additive on exposures .
In 1995 , personal exposures to Mn were measured in two groups , taxi drivers and office workers ( 10 subjects per group ) for two consecutive 7-day periods .
A similar study was carried out in 1996 to determine if exposures had changed .
Samples were also analyzed for Ca , Al , Mg and Pb .
In 1996 , exposures to aerosol mass as total suspended particulates ( TSP ) and PM2.5 were measured in addition to the metals .
Manganese exposures in this cohort did not increase as a result of introduction of the additive .
However , a significant source of Mn exposure was discovered during the conduct of these tests .
The mean exposure to Mn was higher among the office workers in both years than that of the taxi drivers .
This was due to the fact that approximately half of the office workers commuted via the underground railway system where airborne dust and metal concentrations are significantly elevated over those in the general environment .
Similar results have been noted in other cities having underground rail systems .
Exposure to Mn , Pb , Ca , and Mg were not significantly different between the 2 years .
Taxi drivers had higher exposures than office workers to Mg and Pb in both years .
Commuting via the underground also had a significant impact on exposures to TSP , PM2.5 , Al , and Ca , but had little effect on exposures to Mg .
The aerosol in the underground was particularly enriched in Mn , approximately 10-fold , when compared to the aerosol in the general environment .
There are several possible sources for this Mn , including mechanical wear of the steel wheels on the steel rais , vaporization of metal from sparking of the third rail , or brake wear .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"The objective of this study was to evaluate the short-term effect of ambient air pollution on the pulmonary function of schoolchildren .
We sampled 941 children in primary school in three communities in Taiwan ( Sanchun , Taihsi , and Linyuan ) .
The nearby stations of the Taiwan air quality monitoring network provided the hourly ambient concentrations of sulfur dioxide , carbon monoxide , ozone , particulate matter < or = to 10 microm in aerodynamic diameter , and nitrogen dioxide .
Spirometry was performed once for each sampled child .
We also obtained the status of indoor air pollution and chronic respiratory disease history by using a structured questionnaire .
Multivariate linear model analysis was used to evaluate pulmonary function effects of each pollutant in addition to determinants of indoor air pollution and meteorologic conditions .
We found a significantly negative association of peak O(3) concentration on the day before spirometry with individual forced vital capacity and forced expiratory volume in 1 sec .
The decrease in children's lung function can occur at peak hourly O(3) concentrations < 80 ppb .
The slope of lung function decrease for Taiwanese children is approximately 1 mL/ppb for peak hourly O(3) exposure .",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polybrominated diphenyl ethers ( PBDEs ) were detected in 13 human adipose tissue samples from Spain , 3 women and 10 men .
Tetra- , penta- and hexabrominated diphenyl ethers were determined at ng/g lipid ( ppb ) level in all the samples .
The average TeBDE level was 1.36 ng/g , the average PeBDE was 0.93 ng/g and the HxBDE 1.83 ng/g .
Human adipose tissue levels of PBDE obtained in the current samples from Spain are comparable with the tissue levels reported in recent Swedish investigations .",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This study presents a pharmacokinetic modeling of inorganic arsenic disposition in human body for short-term oral exposures .
Effort on the development of the model is directed toward the prediction of the kinetic behavior of inorganic arsenic and its metabolites in the body .
The current model considers the 4 circulating species ; AsIII , AsV , and two metabolites such as monomethylarsenic ( MMA ) and dimethylarsenic ( DMA ) in the blood and tissue groups .
While it is difficult to estimate some parameters used in the models at this time , the current model assumptions and predictions seem to be consistent with the experimental observations found in the literature .
Hence , the current model , when more fully developed , is expected to provide insight into the behavior of inorganic arsenic and its methylated metabolites within the body , and may help increase the understanding of risk assessment issues associated with inorganic arsenic in drinking water .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
